COD_TIPO,COD_BE,ORD_TIPO,NOMBRE50,NOMBRE105,OBSERVACIONES,CODIGOCIF,SIGLAVIA,NOMBREVIA,NUMEROVIA,RESTODOM,CODPOSTAL,POBLACION,PROVINCIA,CODPAIS,SERVTASA,TELEFONO,PENDBAJA,NUMFAX,DIRINTERNET,FCHBAJA,MOTBAJA,CODENTSUC,FECHACTUALIZA,FECHAALTA,CODAUT,CODPROV,NOMCOMERCIAL,INDICATIVONC,NOMENTMATRIZ,DIRENTMATRIZ,LOCENTMATRIZ,CPENTMATRIZ,TELENTMATRIZ,FAXENTMATRIZ,INTERNETENTMATRIZ,COD_AUTONOMIA,NOMBRE105_ENT_SUC,NOMBRE35,ANAGRAMA,CODPAISMATRIZ,DESC_VARIACION,SALVAGUARDA,EXCLUSIVIDAD,CORTE_REGISTRAL,CODIGO_LEI,COD_BE_PREVIO,AGRUPACIONGEO,BIC
CC,3008,40000,"CAJA R. DE NAVARRA, S.C.C.","CAJA RURAL DE NAVARRA, S. COOP. DE CREDITO",,F31021611,PZ,DE LOS FUEROS,1,,31003,PAMPLONA,NAVARRA,ES,,0948168100,,0948244557,WWW.RURALVIA.COM/NAVARRA,,,0000,31/10/2014,15/09/1969,,31,,N,,,,,,,,14,,"CAJA R. DE NAVARRA, S.C.C.",C.R. DE NAVARRA,ES,,,,,95980020140005439549,0000,,BCOEESMM008
CC,3009,40000,"CAJA R. DE EXTREMADURA, S.C.C.","CAJA RURAL DE EXTREMADURA, SOCIEDAD COOPERATIVA DE CREDITO",,F06002661,AV,SANTA MARINA,15,,6005,BADAJOZ,,ES,,0924207474,,0924234023,WWW.CREXTREMADURA.COM,,,0000,30/12/2014,14/11/1972,,06,,N,,,,,,,,10,,"CAJA R. DE EXTREMADURA, S.C.C.",C.R.EXTREMADURA,ES,,,,,95980020140005212375,0000,,BCOEESMM009
CC,3016,40000,"CAJA R. DE SALAMANCA, S.C.C.","CAJA RURAL DE SALAMANCA, SOCIEDAD COOPERATIVA DE CREDITO",,F37015856,,PUERTA DE ZAMORA,2,,37005,SALAMANCA,,ES,,0923128600,,0923128615,WWW.CAJARURAL.COM/SALAMANCA,,,0000,18/11/2014,16/10/1969,,37,,N,,,,,,,,07,,"CAJA R. DE SALAMANCA, S.C.C.",C.R. SALAMANCA,ES,,,,,95980020140005429655,0000,,BCOEESMM016
CC,3017,40000,"CAJA R. DE SORIA, S.C.C.","CAJA RURAL DE SORIA, SOCIEDAD COOPERATIVA DE CREDITO",,F42001255,CL,DIPUTACION,1,,42002,SORIA,,ES,,0975212840,,0975228937,WWW.RURALVIA.COM/SORIA,,,0000,11/11/2014,03/06/1969,,42,CAJA SORIA,S,,,,,,,,07,,"CAJA R. DE SORIA, S.C.C.",CAJA SORIA,ES,,,,,95980020140005396966,0000,,BCOEESMM017
CC,3018,40000,"CAJA R.R.S.AGUSTIN DE FUENTE ALAMO M., S.C.C.","CAJA RURAL REGIONAL SAN AGUSTIN FUENTE ALAMO MURCIA, SOCIEDAD COOPERATIVA DE CREDITO",,F30603476,,GRAN VIA,1,,30320,FUENTE ALAMO,MURCIA,ES,,0968597211,,0968597700,WWW.RURALREGIONAL.ES,,,0000,19/12/2014,03/06/1969,,30,,N,,,,,,,,13,,"C.R.R.S.AGUSTIN FUENTE ALAMO M.,SCC",C.R.R.S.AGUSTIN,ES,,,,,95980020140005220038,0000,,BCOEESMM018
CC,3020,40000,"CAJA R. DE UTRERA, S.C.A.C.","CAJA RURAL DE UTRERA, SOCIEDAD COOPERATIVA ANDALUZA DE CREDITO",,F41016544,PZ,ALTOZANO,22,,41710,UTRERA,SEVILLA,ES,,0954862233,,0954864610,WWW.CAJARURAL.COM/UTRERA,,,0000,05/11/2014,25/03/1971,,41,,N,,,,,,,,01,,"CAJA R. DE UTRERA, S.C.A.C.",C.R. DE UTRERA,ES,,,,,95980020140005219941,0000,,BCOEESMM020
CC,3023,40000,"CAJA R. DE GRANADA, S.C.C.","CAJA RURAL DE GRANADA, SOCIEDAD COOPERATIVA DE CREDITO",,F18009274,AV,DON BOSCO,2,,18006,GRANADA,,ES,,0958242400,,0958242424,E-RURALGRANADA.COM,,,0000,28/02/2018,25/03/1971,,18,,N,,,,,,,,01,,"CAJA R. DE GRANADA, S.C.C.",C.R.DE GRANADA,ES,,,,,95980020140005220135,0000,,BCOEESMM023
CC,3025,40000,"CAIXA DE C. DELS ENGINYERS-C.C. INGENIEROS, S.C.C","CAIXA DE CREDIT DELS ENGINYERS- CAJA DE CREDITO DE LOS INGENIEROS,  S. COOP. DE CREDITO",,F08216863,,VIA LAIETANA,39,,8003,BARCELONA,,ES,,0933106000,,0933100060,WWW.CAJA-INGENIEROS.ES,,,0000,07/08/2015,10/06/1968,,08,,N,,,,,,,,09,,"CAIXA C. DELS ENGINYERS, S.C.C.",C. D'ENGINYERS,ES,CAMBIO DE DOMICILIO,,,D,5493007RT80TMKY7TO30,0000,,CDENESBBXXX
CC,3029,40000,"CAJA DE CREDITO DE PETREL, CAJA RURAL, C.C.V.","CAJA DE CREDITO DE PETREL, CAJA RURAL, COOPERATIVA DE CREDITO VALENCIANA",,F03014982,CL,SAN BARTOLOME,2,,3610,PETRER,ALICANTE,ES,,0966952780,,0966952798,www.grupocooperativocajamar.es/caixapetrer/es/comun/,,,0000,07/11/2017,04/04/1968,,03,CAIXAPETRER,S,,,,,,,,15,,"CAJA DE CREDITO DE PETREL,C.R.,CCV",CAIXAPETRER,ES,,,,,635400AOYRRGOJUGAX32,0000,,CCRIES2A029
CC,3035,40000,CAJA LABORAL POPULAR COOP. DE CREDITO,CAJA LABORAL POPULAR COOP. DE CREDITO,,F75076935,PS,JOSE MARIA ARIZMENDIARRIETA,S/N,,20500,MONDRAGON,GIPUZKOA,ES,,0943719500,,0943719778,WWW.CAJALABORAL.ES,,,0000,18/11/2014,10/12/2012,,20,,N,,,,,,,,16,,CAJA LABORAL POPULAR COOP. CREDITO,CAJA LABORAL,ES,,,,,549300G3C8M0WXQCWH61,0000,,CLPEES2MXXX
CC,3045,40000,"CAIXA R. ALTEA, C.C.V.","CAIXA RURAL ALTEA, COOPERATIVA DE CREDIT VALENCIANA",,F03027901,PJ,LABRADOR,1,,3590,ALTEA,ALICANTE,ES,,0965841350,,0965842049,www.grupocooperativocajamar.es/caixaltea/es/comun/,,,0000,07/11/2017,30/03/1971,,03,CAIXALTEA,S,,,,,,,,15,,"CAIXA R. ALTEA, C.C.V.",CAIXALTEA,ES,,,,,635400AAPLXTJGKCMB39,0000,,CCRIES2A045
CC,3058,40000,"CAJAMAR CAJA RURAL, S.C.C.","CAJAMAR CAJA RURAL, SOCIEDAD COOPERATIVA DE CREDITO",,F04743175,PZ,DE BARCELONA,5,,4006,ALMERIA,,ES,,0950210100,,0950266578,www.cajamar.es/es/comun/,,,0000,07/11/2017,12/11/2012,,04,CAJAMAR CAJA RURAL,S,,,,,,,,01,,"CAJAMAR CAJA RURAL, S.C.C.",CAJAMAR CAJA RU,ES,,,,,635400CE9HHFB55PEY43,3498,,CCRIES2AXXX
CC,3059,40000,"CAJA R. DE ASTURIAS, S.C.C.","CAJA RURAL DE ASTURIAS, SOCIEDAD COOPERATIVA DE CREDITO",,F33007337,CL,MELQUIADES ALVAREZ,7,,33002,OVIEDO,ASTURIAS,ES,,0985220591,,0985227149,WWW.RURALVIA.COM/ASTURIAS/,,,0000,28/11/2014,16/09/1965,,33,,N,,,,,,,,03,,"CAJA R. DE ASTURIAS, S.C.C.",C.R. ASTURIAS,ES,,,,,95980020140005219553,0000,,BCOEESMM059
CC,3060,40000,"C.R. BURGOS,FUENTEPELAYO,SEGOVIA Y CASTELLDANS,SCC","CAJA RURAL DE BURGOS, FUENTEPELAYO, SEGOVIA Y CASTELLDANS, SOCIEDAD COOPERATIVA DE CREDITO",,F40248791,CL,LOS COCHES,2-4,,40002,SEGOVIA,,ES,,0947257400,,0947271683,,,,0000,19/12/2014,23/07/2012,,40,CAJAVIVA,S,,,,,,,,07,,"C.R.BURGOS,FUENT.,SEGOV.Y CASTEL.SC",CAJAVIVA,ES,,,,,95980020140005485624,3499,,BCOEESMM060
CC,3067,40000,"CAJA R. DE JAEN, BARCELONA Y MADRID, S.C.C.","CAJA RURAL DE JAEN, BARCELONA Y MADRID, SOCIEDAD COOPERATIVA DE CREDITO",,F23009145,CL,"EL CONDADO, MANZANA 23",,PQ. C. TECNO. GEOLIT,23620,MENGIBAR,JAEN,ES,,0953210100,,0953265120,WWW.RURALVIA.COM/JAEN,,,0000,18/11/2014,01/06/1965,,23,,N,,,,,,,,01,,"C.R. DE JAEN, BARNA Y MADRID, SCC",C.R. JAEN,ES,,,,,95980020140005418403,0000,,BCOEESMM067
CC,3070,40000,"CAIXA R. GALEGA, S.C.C.L.G.","CAIXA RURAL GALEGA, SOCIEDAD COOPERATIVA DE CREDITO LIMITADA GALLEGA",,F27005164,AV,MONTERO RIOS,24-26,,27002,LUGO,,ES,,0982280220,,0982280947,WWW.RURALVIA.COM/LUGO,,,0000,01/09/2014,29/03/1969,,27,,N,,,,,,,,11,,"CAIXA R. GALEGA, S.C.C.L.G.",C.R. GALEGA,ES,,,,,95980020140005488437,0000,,BCOEESMM070
CC,3076,40000,"CAJASIETE, CAJA RURAL, S.C.C.","CAJASIETE, CAJA RURAL, SOCIEDAD COOPERATIVA DE CREDITO",,F38005245,AV,MANUEL HERMOSO ROJAS,8,,38003,STA. CRUZ DE TENERIFE,TENERIFE,ES,,0922608400,,0922608406,WWW.CAJASIETE.COM,,,0000,11/11/2014,21/06/1966,,38,CAJASIETE,S,,,,,,,,05,,"CAJASIETE, CAJA RURAL, S.C.C.",CAJASIETE,ES,,,,,95980020140005485333,0000,,BCOEESMM076
CC,3080,40000,"CAJA R. DE TERUEL, S.C.C.","CAJA RURAL DE TERUEL, SOCIEDAD COOPERATIVA DE CREDITO",,F44002756,PZ,CARLOS CASTEL,14,,44001,TERUEL,,ES,,0978617100,,0978603278,WWW.CAJARURAL.COM/TERUEL/       HOME.HTML,,,0000,09/01/2015,14/12/1965,,44,,N,,,,,,,,02,,"CAJA R. DE TERUEL, S.C.C.",C.R. DE TERUEL,ES,,,,,95980020140005417336,0000,,BCOEESMM080
CC,3081,40000,"EUROCAJA RURAL, SOCIEDAD COOPERATIVA DE CRÉDITO","EUROCAJA RURAL, SOCIEDAD COOPERATIVA DE CRÉDITO",,F45003993,CL,MEJICO,2,,45004,TOLEDO,,ES,,0925269600,,0925212951,WWW.CAJARURALCASTILLALAMANCHA.ES,,,0000,31/05/2018,21/07/1965,,45,,N,,,,,,,,08,,"EUROCAJA RURAL, S.C.C.","EUROCAJA RURAL,",ES,CAMBIO DE DENOMINACION,,,N,95980020140005552166,0000,,BCOEESMM081
CC,3085,40000,"CAJA R. DE ZAMORA, C.C.","CAJA RURAL DE ZAMORA, COOPERATIVA DE CREDITO",,F49002454,AV,ALFONSO IX,7,,49013,ZAMORA,,ES,,0980532671,,0980534649,WWW.CAJARURAL.COM/ZAMORA,,,0000,29/12/2014,23/10/1965,,49,,N,,,,,,,,07,,"CAJA R. DE ZAMORA, C.C.",C.R. DE ZAMORA,ES,,,,,95980020140005219844,0000,,BCOEESMM085
CC,3089,40000,CAJA R. BAENA NTRA. SRA. GUADALUPE S.C.C.A.,CAJA RURAL DE BAENA NTRA. SRA. DE GUADALUPE SOCIEDAD COOPERATIVA DE CREDITO ANDALUZA,,F14016166,CL,DUQUE DE RIVAS,3,,14850,BAENA,CORDOBA,ES,,0957670772,,0957670749,WWW.RURALVIA.COM/BAENA/,,,0000,12/11/2014,04/12/1973,,14,,N,,,,,,,,01,,"CAJA R. BAENA NTRA, SRA, GUADALUPE",C.R.BAENA,ES,,,,,95980020140005396869,0000,,BCOEESMM089
CC,3095,40000,CAJA R. S. ROQUE DE ALMENARA S.C.C.V.,CAJA RURAL SAN ROQUE DE ALMENARA S.COOP. DE CREDITO V.,,F12013306,CL,DOCTOR BERENGUER,4,,12590,ALMENARA,CASTELLON,ES,,0962610054,,0962611103,www.grupocooperativocajamar.es/caixaruralalmenara/es/comun/,,,0000,07/11/2017,21/11/1974,,12,,N,,,,,,,,15,,CAJA R. S. ROQUE DE ALMENARA SCCV,C.R. S.ROQUE,ES,,,,,635400LATQHBDJVK2O07,0000,,CCRIES2A095
CC,3096,40000,"CAIXA R. DE L'ALCUDIA, S.C.V.C.","CAIXA RURAL DE L'ALCUDIA, SOCIEDAD COOPERATIVA VALENCIANA DE  CREDITO",,F46043790,AV,VERGE DE L'ORETO,2,,46250,L'ALCUDIA,VALENCIA,ES,,0962540166,,0962540427,,,,0000,28/10/2014,03/12/1974,,46,,N,,,,,,,,15,,"CAIXA R. DE L'ALCUDIA, SCVC",C.R. L'ALCUDIA,ES,,,,,95980020140005551293,0000,,BCOEESMM096
CC,3098,40000,"CAJA RURAL DE NUEVA CARTEYA, S.C.A.C.","CAJA RURAL DE NUEVA CARTEYA,  SOCIEDAD COOPERATIVA ANDALUZA DE CREDITO",,F14011415,AV,ANDALUCIA,6,,14857,NUEVA CARTEYA,CORDOBA,ES,,0957678228,,0957678054,WWW.RURALVIA.COM/CARTEYA/,,,0000,22/11/2016,03/01/1975,,14,,N,,,,,,,,01,,"CAJA RURAL DE NUEVA CARTEYA,SCAC",C.R. NUEVA CART,ES,CAMBIO DE DENOMINACION,,,N,95980020140005992740,0000,,BCOEESMM098
CC,3102,40000,"CAIXA R. S. VICENT FERRER DE LA VALL D'UIXO,C.C.V.","CAIXA RURAL SANT VICENT FERRER DE LA VALL D'UIXO, COOP. DE CREDIT V.",,F12014221,PZ,CENTRO,4,,12600,VALL DE UXO,CASTELLON,ES,,0964663012,,0964661988,www.grupocooperativocajamar.es/caixasantvicent/es/comun/,,,0000,07/11/2017,07/01/1975,,12,C. SANT VICENT,S,,,,,,,,15,,CAIXA R. S. VICENT FERRER,C. SANT VICENT,ES,,,,,635400NY7IQMBTTK4D30,0000,,BCOEESMM102
CC,3104,40000,"CAJA R. DE CAÑETE TORRES NTRA.SRA.DEL CAMPO,S.C.A.",CAJA RURAL DE CAÑETE DE LAS TORRES  NTRA.SRA.DEL CAMPO SOCIEDAD COOPERATIVA ANDALUZA DE CREDITO,,F14011407,PZ,ESPAÑA,5,,14660,CAÑETE DE LAS TORRES,CORDOBA,ES,,0957183031,,0957183031,,,,0000,05/12/2017,11/04/1975,,14,C.R.CAÑETE,S,,,,,,,,01,,"C.R.CAÑETE TORRES N.SRA.CAMPO,SCA",C.R.CAÑETE,ES,CAMBIO DE DOMICILIO,,,D,95980050FR4XC5F5QU23,0000,,BCOEESMM104
CC,3105,40000,"CAIXA R. DE CALLOSA D'EN SARRIA, C.C.V.","CAIXA RURAL DE CALLOSA D'EN SARRIA, COOPERATIVA DE CREDITO VALENCIANA",,F03042595,AV,JAIME I,1,,3510,CALLOSA D'EN SARRIA,ALICANTE,ES,,0965880058,,0965880001,www.grupocooperativocajamar.es/caixacallosa/es/comun/,,,0000,07/11/2017,15/04/1975,,03,CAIXACALLOSA,S,,,,,,,,15,,"CAIXA R. DE CALLOSA D'EN SARRIA,CCV",CAIXACALLOSA,ES,,,,,635400Q3SPCPIHXXGR35,0000,,CCRIES2A105
CC,3110,40000,"CAJA R. CATOLICO AGRARIA, S.C.C.V.","CAJA RURAL CATOLICO AGRARIA, S. COOP. DE CREDITO V.",,F12013223,PZ,MAYOR,10,,12540,VILLARREAL DE LOS INFANTES,CASTELLON,ES,,0964520200,,0964521798,www.grupocooperativocajamar.es/caixaruralvila-real/es/comun/,,,0000,07/11/2017,01/07/1975,,12,,N,,,,,,,,15,,"CAJA R. CATOLICO AGRARIA, S.C.C.V.",C.R.VILLARREAL,ES,,,,,635400T8P82JKHPUBD58,0000,,BCOEESMM110
CC,3111,40000,"CAIXA R. LA VALL 'S. ISIDRO', S.C.C.V.","CAIXA RURAL LA VALL 'SAN ISIDRO', SOCIEDAD COOPERATIVA DE CREDITO VALENCIANA",,F12013207,AV,CORAZON DE JESUS,3,,12600,VALL DE UXO,CASTELLON,ES,,0964697989,,0964697988,WWW.CAIXARURALLAVALL.COM,,,0000,07/11/2014,11/07/1975,,12,,N,,,,,,,,15,,"C.R. LA VALL ""S.ISIDRO, S.C.C.V",C.R. LA VALL,ES,,,,,95980020140005651785,0000,,BCOEESMM111
CC,3112,40000,"CAJA R. S. JOSE DE BURRIANA, S.C.C.V.","CAJA RURAL SAN JOSE DE BURRIANA, S. COOP. DE CREDITO V.",,F12013256,PZ,EL PLA,1,,12530,BURRIANA,CASTELLON,ES,,0964510927,,0964517350,www.grupocooperativocajamar.es/caixaruralburriana/es/comun/,,,0000,07/11/2017,17/07/1975,,12,,N,,,,,,,,15,,"CAJA R. S. JOSE DE BURRIANA, SCCV",C.R. SAN JOSE,ES,,,,,635400QRDROC5REDLP11,0000,,CCRIES2A112
CC,3113,40000,CAJA R. S. JOSE DE ALCORA S.C.C.V.,CAJA RURAL SAN JOSE DE ALCORA S. COOP. DE CREDITO V.,,F12013272,CL,SAN FRANCISCO,14,,12110,ALCORA,CASTELLON,ES,,0964360976,,0964360976,WWW.RURALVIA.COM/ALCORA,,,0000,06/11/2014,05/08/1975,,12,,N,,,,,,,,15,,CAJA R. S. JOSE DE ALCORA S.C.C.V.,SAN JOSE ALCORA,ES,,,,,95980020140005485430,0000,,BCOEESMM113
CC,3115,40000,"CAJA R. 'NUESTRA MADRE DEL SOL', S.C.A.C.","CAJA RURAL 'NUESTRA MADRE DEL SOL', S. COOP. ANDALUZA DE CREDITO",,F14011399,CL,ALTO GUADALQUIVIR,4,,14430,ADAMUZ,CORDOBA,ES,,0957166028,,0957166313,,,,0000,29/12/2014,29/07/1975,,14,,N,,,,,,,,01,,"CAJA R.""NUESTRA MADRE DEL SOL"",SCAC",CR N. MADRE SOL,ES,,,,,959800STU2BCZ8XZG570,0000,,BCOEESMM115
CC,3117,40000,"CAIXA R. D'ALGEMESI, S.C.V.C.","CAIXA RURAL D'ALGEMESI, S. COOP. V. DE CREDIT",,F46043782,CL,SAN JOSE DE CALASANZ,6,,46680,ALGEMESI,VALENCIA,ES,,0962488030,,0962484511,WWW.CAJARURAL.COM/RURALES/3117,,,0000,27/10/2014,26/09/1975,,46,,N,,,,,,,,15,,"CAIXA R. D'ALGEMESI, S.C.V.C.",C.R.D'ALGEMESI,ES,,,,,95980020140005620357,0000,,BCOEESMM117
CC,3118,40000,CAIXA RURAL TORRENT C.C.V.,CAIXA RURAL TORRENT COOPERATIVA DE CREDIT VALENCIANA,,F46047809,AV,AL VEDAT,3,,46900,TORRENT,VALENCIA,ES,,0961550054,,0961575952,www.grupocooperativocajamar.es/ruraltorrent/es/comun/,,,0000,07/11/2017,03/10/1975,,46,,N,,,,,,,,15,,CAIXA RURAL TORRENT C.C.V.,C.R.TORRENT,ES,,,,,635400FTUWGNM6CHRI73,0000,,CCRIES2A118
CC,3119,40000,CAJA R. S. JAIME ALQUERIAS NIÑO PERDIDO S.C.C.V.,CAJA RURAL SAN JAIME DE ALQUERIAS NIÑO PERDIDO S. COOP. DE CREDITO V.,,F12013298,CL,JAIME CHICHARRO,24,,12539,ALQUERIAS NIÑO PERDIDO,CASTELLON,ES,,0964591717,,0964516001,www.grupocooperativocajamar.es/caixalqueries/es/comun/,,,0000,07/11/2017,03/10/1975,,12,,N,,,,,,,,15,,CAJA R. S. JAIME ALQUERIAS SCCV,C.R. S. JAIME,ES,,,,,635400PG53OKXYYLRB68,0000,,CCRIES2A119
CC,3121,40000,"CAJA R. DE CHESTE, S.C.C.","CAJA RURAL DE CHESTE, SOCIEDAD COOPERATIVA DE CREDITO",,F46025433,PZ,DOCTOR CAJAL,2,,46380,CHESTE,VALENCIA,ES,,0962515502,,0962515646,www.grupocooperativocajamar.es/crcheste/es/comun/,,,0000,07/11/2017,30/01/1976,,46,,N,,,,,,,,15,,"CAJA R. DE CHESTE, S.C.C.",C.R. DE CHESTE,ES,,,,,635400OVO6HWLUD2YY08,0000,,CCRIES2A121
CC,3123,40000,"CAIXA R. DE TURIS, C.C.V.","CAIXA RURAL DE TURIS, COOPERATIVA DE CREDITO VALENCIANA",,F46027504,PZ,CONSTITUCION,2,,46389,TURIS,VALENCIA,ES,,0962526061,,0962526526,www.grupocooperativocajamar.es/caixaturis/es/comun/,,,0000,07/11/2017,13/02/1976,,46,,N,,,,,,,,15,,"CAIXA R. DE TURIS, C.C.V.",C.R. DE TURIS,ES,,,,,6354007ZW5CLO6YHGK36,0000,,CCRIES2A123
CC,3127,40000,"CAJA R. DE CASAS IBAÑEZ, S.C.C.CASTILLA-LA MANCHA","CAJA RURAL DE CASAS IBAÑEZ, S. COOP. DE CREDITO DE CASTILLA-LA MANCHA",,F02004182,CL,TERCIA,49,,2200,CASAS IBAÑEZ,ALBACETE,ES,,0967460312,,0967460344,WWW.RURALVIA.COM/CASASIBANEZ,,,0000,21/10/2014,23/04/1976,,02,,N,,,,,,,,08,,"C.R.CASAS IBAÑEZ,SCC CASTI-LAMANCHA",C.R.CASASIBAÑEZ,ES,,,,,95980020140005993904,0000,,BCOEESMM127
CC,3130,40000,"CAJA R. S. JOSE DE ALMASSORA, S.C.C.V.","CAJA RURAL SAN JOSE DE ALMASSORA, S. COOP. DE CREDITO V.",,F12013280,CL,TRINIDAD,20,,12550,ALMASSORA,CASTELLON,ES,,0964560003,,0964550248,WWW.TUCAJARURAL.COM,,,0000,22/10/2014,04/05/1976,,12,CAIXA ALMASSORA,S,,,,,,,,15,,"CAJA R. S. JOSE DE ALMASSORA, SCCV",CAIXA ALMASSORA,ES,,,,,95980020140005486594,0000,,BCOEESMM130
CC,3134,40000,"CAJA R. NTRA. SRA. LA ESPERANZA DE ONDA, S.C.C.V.","CAJA RURAL NUESTRA SEÑORA DE LA ESPERANZA DE ONDA, S. COOP. DE CREDITO V.",,F12013157,PZ,EL PLA,19,,12200,ONDA,CASTELLON,ES,,0964776677,,0964600066,WWW.RURALVIA.COM/ONDA,,,0000,04/11/2014,04/06/1976,,12,,N,,,,,,,,15,,"C.R. NTRA.SRA. ESPERANZA DE ONDA,SC",C.R. ESPERANZA,ES,,,,,95980020140005523939,0000,,BCOEESMM134
CC,3135,40000,CAJA R. S. JOSE DE NULES S.C.C.V.,CAJA RURAL SAN JOSE DE NULES S. COOP. DE CREDITO V.,,F12013140,CL,MAYOR,66,,12520,NULES,CASTELLON,ES,,0964656065,,0964673809,www.grupocooperativocajamar.es/caixaruralnules/es/comun/,,,0000,07/11/2017,08/06/1976,,12,,N,,,,,,,,15,,CAJA R. S. JOSE DE NULES SCCV,SAN JOSE NULES,ES,,,,,635400T6AXCIH7EOTO46,0000,,CCRIES2A135
CC,3138,40000,"RURALNOSTRA, S.C.C.V.","RURALNOSTRA, SOCIEDAD COOPERATIVA DE CREDITO VALENCIANA",,F12013322,CL,DE TALES,2,,12549,BETXI,CASTELLON,ES,,0964623003,,0964621122,WWW.RURALNOSTRA.COM,,,0000,08/10/2015,03/08/1976,,12,,N,,,,,,,,15,,"RURALNOSTRA, S.C.C.V.","RURALNOSTRA, S.",ES,CAMBIO DE DENOMINACION,,,V,95980020140005310054,0000,,BCOEESMM138
CC,3140,40000,"CAJA R. DE GUISSONA, S.C.C.","CAJA RURAL DE GUISSONA, SOCIEDAD COOPERATIVA DE CREDITO",,F25014754,CL,TRASPALAU,8,,25210,GUISSONA,LLEIDA,ES,,0973550248,,0973550788,,,,0000,29/10/2014,07/09/1976,,25,,N,,,,,,,,09,,"CAJA R. DE GUISSONA, S.C.C.",C.R.DE GUISSONA,ES,,,,,95980020140005925519,0000,,BCOEESMM140
CC,3144,40000,"CAJA R. DE VILLAMALEA, S.C.C.A. CASTILLA-LA MANCHA","CAJA RURAL DE VILLAMALEA, S. COOP. DE CREDITO AGRARIO DE CASTILLA-LA MANCHA",,F02004299,PZ,DE LA CONCEPCION,1,,2270,VILLAMALEA,ALBACETE,ES,,0967483026,,0967483672,WWW.RURALVIA.COM/VILLAMALEA,,,0000,22/10/2014,22/02/1977,,02,,N,,,,,,,,08,,"CAJA R. DE VILLAMALEA, S.C.C.A.",C.R. VILLAMALEA,ES,,,,,95980020140005977802,0000,,BCOEESMM144
CC,3150,40000,CAJA RURAL DE ALBAL COOP. DE CREDITO V.,CAJA RURAL DE ALBAL COOP. DE CREDITO V.,,F46043824,PZ,DEL JARDI,24,,46470,ALBAL,VALENCIA,ES,,0961260075,,0961268683,,,,0000,31/10/2014,20/05/1977,,46,,N,,,,,,,,15,,CAJA RURAL DE ALBAL COOP. CREDITO V,C.R. DE ALBAL,ES,CAMBIO DE DENOMINACION,,,N,95980020140005350406,0000,,BCOEESMM150
CC,3152,40000,CAJA R. DE VILLAR C.C.V.,"CAJA RURAL DE VILLAR, COOP. DE CREDITO V.",,F46043816,CL,LAS CRUCES,33,,46170,VILLAR DEL ARZOBISPO,VALENCIA,ES,,0961646034,,0961646159,www.grupocooperativocajamar.es/crvillar/es/comun/,,,0000,07/11/2017,14/06/1977,,46,,N,,,,,,,,15,,CAJA R. DE VILLAR C.C.V.,C.R. DE VILLAR,ES,,,,,635400TVFCZ8KWG6YZ06,0000,,CCRIES2A152
CC,3157,40000,"CAJA R. LA JUNQUERA DE CHILCHES, S.C.C.V.","CAJA RURAL LA JUNQUERA DE CHILCHES, S. COOP. DE CREDITO V.",,F12013124,PZ,ESPAÑA,8,,12592,CHILCHES,CASTELLON,ES,N,0964590089,,0964590404,www.grupocooperativocajamar.es/caixaruraldexilxes/es/comun/,,,0000,07/11/2017,05/08/1977,,12,,N,,,,,,,,15,,"CAJA R. LA JUNQUERA CHILCHES, SCCV",CAIXA R. XILXES,ES,,,,,635400JGUDBXA9SJAT89,0000,,CCRIES2A157
CC,3159,40000,"CAIXA POPULAR-CAIXA RURAL, S.C.C.V.","CAIXA POPULAR-CAIXA RURAL, S. COOP. DE CREDITO V.",,F46090650,AV,JUAN DE LA CIERVA,9,,46980,PATERNA,VALENCIA,ES,,0961318282,,0961318182,,,,0000,11/11/2014,02/08/1977,,46,,N,,,,,,,,15,,"CAIXA POPULAR-CAIXA RURAL, S.C.C.V.",CAIXA POPULAR,ES,,,,,95980020140005480677,0000,,BCOEESMM159
CC,3160,40000,"CAIXA R.S.JOSEP DE VILAVELLA, S.C.C.V.","CAIXA RURAL SANT JOSEP DE VILAVELLA, S. COOP. DE CREDITO V.",,F12013231,CL,CUEVA SANTA,11,,12526,VILLAVIEJA,CASTELLON,ES,,0964678000,,0964678133,www.grupocooperativocajamar.es/caixaruralvilavella/es/comun/,,,0000,07/11/2017,03/11/1977,,12,,N,,,,,,,,15,,"CAIXA R.S.JOSEP DE VILAVELLA,SCCV",C.R. VILAVELLA,ES,,,,,635400J15IRJJXMI6M28,0000,,CCRIES2A160
CC,3162,40000,"CAIXA R. BENICARLO, S.C.C.V.","CAIXA RURAL BENICARLO, S. COOP. DE  CREDIT V.",,F12013348,AV,JOAN CARLES I,18,,12580,BENICARLO,CASTELLON,ES,,0964474062,,0964472761,WWW.CAJARURAL.COM/BENICARLO,,,0000,29/10/2014,15/11/1977,,12,,N,,,,,,,,15,,"CAIXA R. BENICARLO, S.C.C.V.",C.R. BENICARLO,ES,,,,,95980020140005418791,0000,,BCOEESMM162
